0.41563  	0.59667  	0.74752  	-0.3830  	-0.2717  	-1.2218  	0.52174  	1.08632  	0.59626  	0.47860  	1.97799  	0.90525  	-0.4570  	-0.8333  	-0.2557  	-0.5596  	0.14342  	0.62673  	-0.1940  	0.24143  	-0.0229  	-0.0794  	0.24837  	-0.1464  	-0.1571  	0.05450  	0.46493  	-0.1883  	-0.1086  	-0.3731  	-0.1709  	-0.0914  	-0.1824  	0.20385  	-0.2364  	0.07816  	-0.4143  	0.00618  	0.73478  	0.11066  	-0.1085  	0.07400  	0.11046  	-0.2055  	0.10726  	0.04639  	0.01986  	0.05361  	0.00406  	0.17393  	0.11320  	0.08012  	-0.0242  	0.04747  	0.12382  	-0.0527  	-0.0017  	0.00124  	-0.0191  	0.01775  	-0.0191  	-0.0602  	0.02171  	0.03205  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.27954  	0.54869  	0.63118  	-0.5670  	-0.3940  	-1.3649  	0.50987  	1.03467  	0.54232  	0.51460  	1.96891  	0.85715  	-0.4337  	-0.8864  	-0.4243  	-0.6572  	0.14093  	0.65058  	-0.1866  	0.24107  	-0.0701  	-0.0864  	0.25825  	-0.1839  	-0.1063  	0.05815  	0.45131  	-0.1760  	-0.0237  	-0.3596  	-0.1562  	-0.1029  	-0.2150  	0.20313  	-0.2992  	0.14998  	-0.4669  	-0.0110  	0.76291  	0.13671  	-0.0902  	0.06208  	0.11230  	-0.2010  	0.11401  	0.03400  	0.01796  	0.06154  	0.00241  	0.17508  	0.11553  	0.08247  	-0.0233  	0.05120  	0.12195  	-0.0570  	-0.0068  	-0.0019  	-0.0196  	0.02134  	-0.0231  	-0.0590  	0.03136  	0.02658  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.05201  	0.52585  	0.49605  	-0.5780  	-0.3368  	-1.4850  	0.55374  	1.02169  	0.54445  	0.46471  	1.94455  	0.83179  	-0.4815  	-0.8797  	-0.3822  	-0.6994  	0.18528  	0.60229  	-0.1744  	0.21844  	-0.0821  	-0.0210  	0.30995  	-0.0941  	-0.1081  	0.07634  	0.48766  	-0.2255  	-0.0416  	-0.3334  	-0.1708  	-0.1196  	-0.2563  	0.20517  	-0.3258  	0.16224  	-0.4404  	-0.0055  	0.77051  	0.12043  	-0.1098  	0.06417  	0.07268  	-0.2221  	0.10713  	0.03750  	0.02444  	0.04866  	0.00557  	0.18866  	0.10614  	0.08241  	-0.0319  	0.05222  	0.12393  	-0.0534  	-0.0064  	0.00225  	-0.0098  	0.02035  	-0.0180  	-0.0582  	0.01658  	0.02692  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
-0.1839  	0.43236  	0.40192  	-0.7281  	-0.3616  	-1.5801  	0.50944  	1.04347  	0.56537  	0.49090  	2.07112  	0.85841  	-0.4730  	-0.8190  	-0.2756  	-0.8917  	0.18231  	0.58792  	-0.1659  	0.22325  	-0.0042  	-0.0873  	0.37326  	-0.1080  	-0.2164  	0.10079  	0.45740  	-0.2499  	-0.0770  	-0.3813  	-0.1065  	-0.1508  	-0.1823  	0.21519  	-0.3142  	0.03923  	-0.4463  	-0.0153  	0.72695  	0.09138  	-0.1570  	0.08265  	0.06371  	-0.2291  	0.12654  	0.04786  	0.01702  	0.03284  	-0.0136  	0.18260  	0.09379  	0.07888  	-0.0276  	0.05387  	0.11602  	-0.0537  	-0.0126  	-0.0043  	-0.0126  	0.02735  	-0.0119  	-0.0508  	0.00272  	0.02033  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
-0.1312  	0.45543  	0.41470  	-0.7606  	-0.4050  	-1.5841  	0.48950  	1.06244  	0.55042  	0.48431  	2.10040  	0.86078  	-0.4809  	-0.8012  	-0.2296  	-0.9080  	0.20975  	0.58484  	-0.1644  	0.21920  	0.05946  	-0.0933  	0.41906  	-0.1187  	-0.2185  	0.10267  	0.46520  	-0.2593  	-0.0925  	-0.3880  	-0.1135  	-0.1575  	-0.1900  	0.20760  	-0.3050  	0.00082  	-0.4256  	-0.0156  	0.73794  	0.11908  	-0.1464  	0.07375  	0.06824  	-0.2132  	0.11494  	0.05064  	0.02330  	0.02190  	-0.0148  	0.18651  	0.09636  	0.07618  	-0.0367  	0.04963  	0.11135  	-0.0536  	-0.0133  	-0.0005  	-0.0191  	0.02274  	-0.0132  	-0.0484  	0.00491  	0.02102  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
-0.0441  	0.53321  	0.48133  	-0.8237  	-0.4651  	-1.5908  	0.49712  	1.08842  	0.54396  	0.48173  	2.05195  	0.81065  	-0.4661  	-0.8287  	-0.2530  	-0.9539  	0.23031  	0.57506  	-0.1649  	0.18485  	0.07602  	-0.0483  	0.44289  	-0.1303  	-0.1778  	0.07733  	0.51829  	-0.3250  	-0.1044  	-0.3850  	-0.1318  	-0.1540  	-0.1986  	0.18167  	-0.3528  	0.03151  	-0.3867  	-0.0154  	0.76806  	0.11070  	-0.1225  	0.07664  	0.06376  	-0.2121  	0.11508  	0.05138  	0.02451  	0.03418  	-0.0134  	0.18364  	0.09311  	0.08137  	-0.0401  	0.05423  	0.11542  	-0.0567  	-0.0097  	-0.0033  	-0.0164  	0.01864  	-0.0151  	-0.0480  	0.00769  	0.02452  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.11799  	0.54046  	0.58815  	-0.6604  	-0.4087  	-1.4022  	0.47709  	1.08641  	0.58622  	0.40065  	1.97647  	0.90054  	-0.4812  	-0.8568  	-0.2563  	-0.7795  	0.21933  	0.59378  	-0.1508  	0.18215  	0.06687  	-0.0684  	0.44131  	-0.1354  	-0.2198  	0.10075  	0.47229  	-0.2772  	-0.0775  	-0.3756  	-0.1111  	-0.1321  	-0.2021  	0.18539  	-0.3927  	0.00960  	-0.4132  	-0.0023  	0.74740  	0.12411  	-0.0699  	0.04246  	0.11615  	-0.1967  	0.11451  	0.04786  	0.02392  	0.04662  	-0.0195  	0.18107  	0.08540  	0.07981  	-0.0321  	0.04973  	0.11126  	-0.0615  	-0.0111  	-0.0100  	-0.0230  	0.01967  	-0.0154  	-0.0544  	0.00764  	0.02934  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.16739  	0.55295  	0.62538  	-0.5580  	-0.3563  	-1.3608  	0.47152  	1.09232  	0.60386  	0.39081  	1.92039  	0.91190  	-0.4663  	-0.8455  	-0.2548  	-0.7497  	0.19486  	0.62880  	-0.1480  	0.22390  	-0.0189  	-0.0594  	0.42377  	-0.1868  	-0.2461  	0.10157  	0.35940  	-0.1742  	-0.0172  	-0.3821  	-0.1083  	-0.1332  	-0.1906  	0.20088  	-0.4084  	0.02834  	-0.4679  	-0.0039  	0.80361  	0.12629  	-0.0438  	0.05136  	0.13969  	-0.1912  	0.09055  	0.04070  	0.02196  	0.06396  	-0.0173  	0.18928  	0.09736  	0.08092  	-0.0355  	0.05431  	0.12006  	-0.0519  	-0.0089  	-0.0045  	-0.0169  	0.01692  	-0.0136  	-0.0474  	0.00932  	0.02626  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.32640  	0.59661  	0.63474  	-0.2040  	-0.1510  	-1.2172  	0.46797  	1.09253  	0.61519  	0.30438  	1.76953  	1.01562  	-0.4146  	-0.6991  	0.01534  	-0.7672  	0.21020  	0.58943  	-0.1523  	0.21723  	-0.0109  	-0.0590  	0.32465  	-0.1458  	-0.1966  	0.09523  	0.40185  	-0.1413  	-0.0120  	-0.3315  	-0.1618  	-0.1361  	-0.1826  	0.22801  	-0.2735  	0.01616  	-0.4610  	-0.0167  	0.77518  	0.11359  	-0.1156  	0.05504  	0.11124  	-0.2013  	0.11080  	0.04943  	0.02715  	0.05724  	-0.0112  	0.18530  	0.09607  	0.07264  	-0.0324  	0.04526  	0.11961  	-0.0485  	-0.0085  	0.00025  	-0.0164  	0.01687  	-0.0191  	-0.0604  	0.00844  	0.02631  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
0.45365  	0.67658  	0.67369  	-0.0133  	-0.0345  	-1.1205  	0.49491  	1.13632  	0.61578  	0.27268  	1.59597  	1.01139  	-0.3464  	-0.5531  	0.24709  	-0.7467  	0.22261  	0.55906  	-0.1896  	0.20673  	-0.0214  	-0.0586  	0.29467  	-0.1353  	-0.1789  	0.07160  	0.47715  	-0.1601  	-0.0303  	-0.2814  	-0.1636  	-0.1320  	-0.1856  	0.22810  	-0.2622  	-0.0232  	-0.4721  	-0.0130  	0.78163  	0.13539  	-0.1647  	0.05916  	0.10222  	-0.2061  	0.10961  	0.05110  	0.01456  	0.06257  	-0.0048  	0.17694  	0.09943  	0.07673  	-0.0358  	0.04256  	0.10983  	-0.0427  	-0.0032  	-0.0033  	-0.0177  	0.01437  	-0.0227  	-0.0511  	0.00486  	0.02465  	0.10124  	0.03822  	-0.1893  	-0.0236  	-0.0623  	1.39870  	1.58830  	126.846  	131.241  	
